timestep,vehicle id,position,carbon emission,service rate
542.0,truck2,-82905028#1,0.0,1.0
543.0,truck0,-81016194#21,0.0,1.0
543.0,truck1,-81163819#10,0.0,1.0
543.0,truck2,-82905028#1,0.0,1.0
544.0,truck0,-81016194#21,0.0,1.0
544.0,truck1,-81163819#10,0.0,1.0
544.0,truck2,-82905028#1,0.0,1.0
545.0,truck0,-81016194#21,0.0,1.0
545.0,truck1,-81163819#10,0.0,1.0
545.0,truck2,-82905028#1,0.0,1.0
546.0,truck0,-81016194#21,0.0,1.0
546.0,truck1,-81163819#10,0.0,1.0
546.0,truck2,-82905028#1,0.0,1.0
547.0,truck0,-81016194#21,0.0,1.0
547.0,truck1,-81163819#10,0.0,1.0
547.0,truck2,-82905028#1,0.0,1.0
548.0,truck0,-81016194#21,0.0,1.0
548.0,truck1,-81163819#10,0.0,1.0
548.0,truck2,-82905028#1,0.0,1.0
549.0,truck0,-81016194#21,0.0,1.0
549.0,truck1,-81163819#10,0.0,1.0
549.0,truck2,-82905028#1,0.0,1.0
550.0,truck0,-81016194#21,0.0,1.0
550.0,truck1,-81163819#10,0.0,1.0
550.0,truck2,-82905028#1,0.0,1.0
551.0,truck0,-81016194#21,0.0,1.0
551.0,truck1,-81163819#10,0.0,1.0
551.0,truck2,-82905028#1,0.0,1.0
552.0,truck0,-81016194#21,0.0,1.0
552.0,truck1,-81163819#10,0.0,1.0
552.0,truck2,-82905028#1,0.0,1.0
553.0,truck0,-81016194#21,0.0,1.0
553.0,truck1,-81163819#10,0.0,1.0
553.0,truck2,-82905028#1,0.0,1.0
554.0,truck0,-81016194#21,0.0,1.0
554.0,truck1,-81163819#10,0.0,1.0
554.0,truck2,-82905028#1,0.0,1.0
555.0,truck0,-81016194#21,0.0,1.0
555.0,truck1,-81163819#10,0.0,1.0
555.0,truck2,-82905028#1,0.0,1.0
556.0,truck0,-81016194#21,0.0,1.0
556.0,truck1,-81163819#10,0.0,1.0
556.0,truck2,-82905028#1,0.0,1.0
557.0,truck0,-81016194#21,0.0,1.0
557.0,truck1,-81163819#10,0.0,1.0
557.0,truck2,-82905028#1,0.0,1.0
558.0,truck0,-81016194#21,0.0,1.0
558.0,truck1,-81163819#10,0.0,1.0
558.0,truck2,-82905028#1,0.0,1.0
559.0,truck0,-81016194#21,0.0,1.0
559.0,truck1,-81163819#10,0.0,1.0
559.0,truck2,-82905028#1,0.0,1.0
560.0,truck0,-81016194#21,0.0,1.0
560.0,truck1,-81163819#10,0.0,1.0
560.0,truck2,-82905028#1,0.0,1.0
561.0,truck0,-81016194#21,0.0,1.0
561.0,truck1,-81163819#10,0.0,1.0
561.0,truck2,-82905028#1,0.0,1.0
562.0,truck0,-81016194#21,0.0,1.0
562.0,truck1,-81163819#10,0.0,1.0
562.0,truck2,-82905028#1,0.0,1.0
563.0,truck0,-81016194#21,0.0,1.0
563.0,truck1,-81163819#10,0.0,1.0
563.0,truck2,-82905028#1,0.0,1.0
564.0,truck0,-81016194#21,0.0,1.0
564.0,truck1,-81163819#10,0.0,1.0
564.0,truck2,-82905028#1,0.0,1.0
565.0,truck0,-81016194#21,0.0,1.0
565.0,truck1,-81163819#10,0.0,1.0
565.0,truck2,-82905028#1,0.0,1.0
566.0,truck0,-81016194#21,0.0,1.0
566.0,truck1,-81163819#10,0.0,1.0
566.0,truck2,-82905028#1,0.0,1.0
567.0,truck0,-81016194#21,0.0,1.0
567.0,truck1,-81163819#10,0.0,1.0
567.0,truck2,-82905028#1,0.0,1.0
568.0,truck0,-81016194#21,0.0,1.0
568.0,truck1,-81163819#10,0.0,1.0
568.0,truck2,-82905028#1,0.0,1.0
569.0,truck0,-81016194#21,0.0,1.0
569.0,truck1,-81163819#10,0.0,1.0
569.0,truck2,-82905028#1,0.0,1.0
570.0,truck0,-81016194#21,0.0,1.0
570.0,truck1,-81163819#10,0.0,1.0
570.0,truck2,-82905028#1,0.0,1.0
571.0,truck0,-81016194#21,0.0,1.0
571.0,truck1,-81163819#10,0.0,1.0
571.0,truck2,-82905028#1,0.0,1.0
572.0,truck0,-81016194#21,0.0,1.0
572.0,truck1,-81163819#10,0.0,1.0
572.0,truck2,-82905028#1,0.0,1.0
573.0,truck0,-81016194#21,0.0,1.0
573.0,truck1,-81163819#10,0.0,1.0
573.0,truck2,-82905028#1,0.0,1.0
574.0,truck0,-81016194#21,0.0,1.0
574.0,truck1,-81163819#10,0.0,1.0
574.0,truck2,-82905028#1,0.0,1.0
575.0,truck0,-81016194#21,0.0,1.0
575.0,truck1,-81163819#10,0.0,1.0
575.0,truck2,-82905028#1,0.0,1.0
576.0,truck0,-81016194#21,0.0,1.0
576.0,truck1,-81163819#10,0.0,1.0
576.0,truck2,-82905028#1,0.0,1.0
577.0,truck0,-81016194#21,0.0,1.0
577.0,truck1,-81163819#10,0.0,1.0
577.0,truck2,-82905028#1,0.0,1.0
578.0,truck0,-81016194#21,0.0,1.0
578.0,truck1,-81163819#10,0.0,1.0
578.0,truck2,-82905028#1,0.0,1.0
579.0,truck0,-81016194#21,0.0,1.0
579.0,truck1,-81163819#10,0.0,1.0
579.0,truck2,-82905028#1,0.0,1.0
580.0,truck0,-81016194#21,0.0,1.0
580.0,truck1,-81163819#10,0.0,1.0
580.0,truck2,-82905028#1,0.0,1.0
581.0,truck0,-81016194#21,0.0,1.0
581.0,truck1,-81163819#10,0.0,1.0
581.0,truck2,-82905028#1,0.0,1.0
582.0,truck0,-81016194#21,0.0,1.0
582.0,truck1,-81163819#10,0.0,1.0
582.0,truck2,-82905028#1,0.0,1.0
583.0,truck0,-81016194#21,0.0,1.0
583.0,truck1,-81163819#10,0.0,1.0
583.0,truck2,-82905028#1,0.0,1.0
584.0,truck0,-81016194#21,0.0,1.0
584.0,truck1,-81163819#10,0.0,1.0
584.0,truck2,-82905028#1,0.0,1.0
585.0,truck0,-81016194#21,0.0,1.0
585.0,truck1,-81163819#10,0.0,1.0
585.0,truck2,-82905028#1,0.0,1.0
586.0,truck0,-81016194#21,0.0,1.0
586.0,truck1,-81163819#10,0.0,1.0
586.0,truck2,-82905028#1,0.0,1.0
587.0,truck0,-81016194#21,0.0,1.0
587.0,truck1,-81163819#10,0.0,1.0
587.0,truck2,-82905028#1,0.0,1.0
588.0,truck0,-81016194#21,0.0,1.0
588.0,truck1,-81163819#10,0.0,1.0
588.0,truck2,-82905028#1,0.0,1.0
589.0,truck0,-81016194#21,0.0,1.0
589.0,truck1,-81163819#10,0.0,1.0
589.0,truck2,-82905028#1,0.0,1.0
590.0,truck0,-81016194#21,0.0,1.0
590.0,truck1,-81163819#10,0.0,1.0
590.0,truck2,-82905028#1,0.0,1.0
591.0,truck0,-81016194#21,0.0,1.0
591.0,truck1,-81163819#10,0.0,1.0
591.0,truck2,-82905028#1,0.0,1.0
592.0,truck0,-81016194#21,0.0,1.0
592.0,truck1,-81163819#10,0.0,1.0
592.0,truck2,-82905028#1,0.0,1.0
593.0,truck0,-81016194#21,0.0,1.0
593.0,truck1,-81163819#10,0.0,1.0
593.0,truck2,-82905028#1,0.0,1.0
594.0,truck0,-81016194#21,0.0,1.0
594.0,truck1,-81163819#10,0.0,1.0
594.0,truck2,-82905028#1,0.0,1.0
595.0,truck0,-81016194#21,0.0,1.0
595.0,truck1,-81163819#10,0.0,1.0
595.0,truck2,-82905028#1,0.0,1.0
596.0,truck0,-81016194#21,0.0,1.0
596.0,truck1,-81163819#10,0.0,1.0
596.0,truck2,-82905028#1,0.0,1.0
597.0,truck0,-81016194#21,0.0,1.0
597.0,truck1,-81163819#10,0.0,1.0
597.0,truck2,-82905028#1,0.0,1.0
598.0,truck0,-81016194#21,0.0,1.0
598.0,truck1,-81163819#10,0.0,1.0
598.0,truck2,-82905028#1,0.0,1.0
599.0,truck0,-81016194#21,0.0,1.0
599.0,truck1,-81163819#10,0.0,1.0
599.0,truck2,-82905028#1,0.0,1.0
600.0,truck0,-81016194#21,0.0,1.0
600.0,truck1,-81163819#10,0.0,1.0
600.0,truck2,-82905028#1,0.0,1.0
601.0,truck0,-81016194#21,0.0,1.0
601.0,truck1,-81163819#10,0.0,1.0
601.0,truck2,-82905028#1,0.0,1.0
602.0,truck0,-81016194#21,0.0,1.0
602.0,truck1,-81163819#10,0.0,1.0
602.0,truck2,-82905028#1,0.0,1.0
603.0,truck0,-81016194#21,0.0,1.0
603.0,truck1,-81163819#10,0.0,1.0
603.0,truck2,-82905028#1,0.0,1.0
604.0,truck0,-81016194#21,0.0,1.0
604.0,truck1,-81163819#10,0.0,1.0
604.0,truck2,-82905028#1,0.0,1.0
605.0,truck0,-81016194#21,0.0,1.0
605.0,truck1,-81163819#10,0.0,1.0
605.0,truck2,-82905028#1,0.0,1.0
606.0,truck0,-81016194#21,0.0,1.0
606.0,truck1,-81163819#10,0.0,1.0
606.0,truck2,-82905028#1,0.0,1.0
607.0,truck0,-81016194#21,0.0,1.0
607.0,truck1,-81163819#10,0.0,1.0
607.0,truck2,-82905028#1,0.0,1.0
608.0,truck0,-81016194#21,0.0,1.0
608.0,truck1,-81163819#10,0.0,1.0
608.0,truck2,-82905028#1,0.0,1.0
609.0,truck0,-81016194#21,0.0,1.0
609.0,truck1,-81163819#10,0.0,1.0
609.0,truck2,-82905028#1,0.0,1.0
610.0,truck0,-81016194#21,0.0,1.0
610.0,truck1,-81163819#10,0.0,1.0
610.0,truck2,-82905028#1,0.0,1.0
611.0,truck0,-81016194#21,0.0,1.0
611.0,truck1,-81163819#10,0.0,1.0
611.0,truck2,-82905028#1,0.0,1.0
612.0,truck0,-81016194#21,0.0,1.0
612.0,truck1,-81163819#10,0.0,1.0
612.0,truck2,-82905028#1,0.0,1.0
613.0,truck0,-81016194#21,0.0,1.0
613.0,truck1,-81163819#10,0.0,1.0
613.0,truck2,-82905028#1,0.0,1.0
614.0,truck0,-81016194#21,0.0,1.0
614.0,truck1,-81163819#10,7380.555555555556,1.0
614.0,truck2,-82905028#1,0.0,1.0
615.0,truck0,-81016194#21,0.0,1.0
615.0,truck1,-81163819#10,7380.555555555556,1.0
615.0,truck2,-82905028#1,0.0,1.0
616.0,truck0,-81016194#21,0.0,1.0
616.0,truck1,-81163819#10,7380.555555555556,1.0
616.0,truck2,-82905028#1,0.0,1.0
617.0,truck0,-81016194#21,0.0,1.0
617.0,truck1,-81163819#10,7380.555555555556,1.0
617.0,truck2,-82905028#1,0.0,1.0
618.0,truck0,-81016194#21,0.0,1.0
618.0,truck1,-81163819#10,7380.555555555556,1.0
618.0,truck2,-82905028#1,0.0,1.0
619.0,truck0,-81016194#21,7380.555555555556,1.0
619.0,truck1,-81163819#10,8630.828567399501,1.0
619.0,truck2,-82905028#1,0.0,1.0
620.0,truck0,-81016194#21,10480.750008242137,1.0
620.0,truck1,-81163819#10,11189.971016349196,1.0
620.0,truck2,-82905028#1,0.0,1.0
621.0,truck0,-81016194#21,13399.31826046501,1.0
621.0,truck1,-81163819#10,14110.38761553248,1.0
621.0,truck2,-82905028#1,0.0,1.0
622.0,truck0,-81016194#21,15436.572921266796,1.0
622.0,truck1,-81163819#10,18237.844373012147,1.0
622.0,truck2,-82905028#1,0.0,1.0
623.0,truck0,-81016194#21,18395.327350781983,1.0
623.0,truck1,-81163819#10,19764.88435269592,1.0
623.0,truck2,-82905028#1,0.0,1.0
624.0,truck0,-81016194#21,24120.198777202655,1.0
624.0,truck1,-81163819#10,24972.394905754933,1.0
624.0,truck2,-82905028#1,0.0,1.0
625.0,truck0,-81016194#21,26668.992377609917,1.0
625.0,truck1,-81163819#10,26011.273077537346,1.0
625.0,truck2,-82905028#1,0.0,1.0
626.0,truck0,-81016194#21,25240.00990358092,1.0
626.0,truck1,-81163819#10,29840.740321800113,1.0
626.0,truck2,-82905028#1,0.0,1.0
627.0,truck0,-81016194#21,25993.94339197401,1.0
627.0,truck1,-81163819#10,26172.00999917799,1.0
627.0,truck2,-82905028#1,0.0,1.0
628.0,truck0,-81016194#21,26553.667945735575,1.0
628.0,truck1,-81163819#10,26737.791284226878,1.0
628.0,truck2,-82905028#1,0.0,1.0
629.0,truck0,-81016194#21,37051.36803792905,1.0
629.0,truck1,-81163819#10,27350.262253174675,1.0
629.0,truck2,-82905028#1,0.0,1.0
630.0,truck0,-81016194#21,42677.094311962945,1.0
630.0,truck1,-81163819#10,28394.32095688234,1.0
630.0,truck2,-82905028#1,0.0,1.0
631.0,truck0,-81016194#21,36963.45711721999,1.0
631.0,truck1,:6569053581_13,34479.38970883087,1.0
631.0,truck2,-82905028#1,0.0,1.0
632.0,truck0,-81016194#21,44173.18759233808,1.0
632.0,truck1,-81163819#9,35760.9772920575,1.0
632.0,truck2,-82905028#1,0.0,1.0
633.0,truck0,-81016194#21,34204.61439402795,1.0
633.0,truck1,-81163819#9,39692.499526132626,1.0
633.0,truck2,-82905028#1,0.0,1.0
634.0,truck0,-81016194#21,35206.84567590927,1.0
634.0,truck1,-81163819#9,0.0,1.0
634.0,truck2,-82905028#1,0.0,1.0
635.0,truck0,:cluster_8827132314_8827132315_961146759_8,12488.86299448923,1.0
635.0,truck1,-81163819#9,0.0,1.0
635.0,truck2,-82905028#1,0.0,1.0
636.0,truck0,:cluster_8827132314_8827132315_961146759_8,23937.98138644533,1.0
636.0,truck1,-81163819#9,12669.637375373637,1.0
636.0,truck2,-82905028#1,0.0,1.0
637.0,truck0,-81016194#18,14109.5439037537,1.0
637.0,truck1,-81163819#9,15934.899868705714,1.0
637.0,truck2,-82905028#1,0.0,1.0
638.0,truck0,-81016194#18,0.0,1.0
638.0,truck1,-81163819#9,24981.46855129201,1.0
638.0,truck2,-82905028#1,0.0,1.0
639.0,truck0,-81016194#18,19529.348554402815,1.0
639.0,truck1,-81163819#9,0.0,1.0
639.0,truck2,-82905028#1,0.0,1.0
640.0,truck0,-81016194#18,0.0,1.0
640.0,truck1,-81163819#9,22739.20029199907,1.0
640.0,truck2,-82905028#1,0.0,1.0
641.0,truck0,-81016194#18,27990.537980779503,1.0
641.0,truck1,-81163819#9,13580.164135488205,1.0
641.0,truck2,-82905028#1,0.0,1.0
642.0,truck0,-81016194#18,0.0,1.0
642.0,truck1,-81163819#9,0.0,1.0
642.0,truck2,-82905028#1,0.0,1.0
643.0,truck0,-81016194#18,23221.961878989783,1.0
643.0,truck1,-81163819#9,0.0,1.0
643.0,truck2,-82905028#1,0.0,1.0
644.0,truck0,-81016194#18,22078.414691552818,1.0
644.0,truck1,-81163819#9,0.0,1.0
644.0,truck2,-82905028#1,0.0,1.0
645.0,truck0,-81016194#17,8746.524312681116,1.0
645.0,truck1,-81163819#9,0.0,1.0
645.0,truck2,-82905028#1,0.0,1.0
646.0,truck0,-81016194#16,0.0,1.0
646.0,truck1,-81163819#9,0.0,1.0
646.0,truck2,-82905028#1,0.0,1.0
647.0,truck0,-81016194#16,24084.508880882535,1.0
647.0,truck1,-81163819#9,7353.312471422258,1.0
647.0,truck2,-82905028#1,0.0,1.0
648.0,truck0,-81016194#16,21508.838964089537,1.0
648.0,truck1,-81163819#9,7392.384011696223,1.0
648.0,truck2,-82905028#1,0.0,1.0
649.0,truck0,-81016194#16,11183.133051245992,1.0
649.0,truck1,-81163819#9,7380.889004522251,1.0
649.0,truck2,-82905028#1,0.0,1.0
650.0,truck0,-81016194#16,10022.854797218311,1.0
650.0,truck1,-81163819#9,7380.721557353889,1.0
650.0,truck2,-82905028#1,0.0,1.0
651.0,truck0,-81016194#16,20605.686171277044,1.0
651.0,truck1,-81163819#9,7380.663998972295,1.0
651.0,truck2,-82905028#1,0.0,1.0
652.0,truck0,-81016194#16,9093.57286776403,1.0
652.0,truck1,-81163819#9,9560.815993174236,1.0
652.0,truck2,-82905028#1,0.0,1.0
653.0,truck0,-81016194#16,24570.7289807802,1.0
653.0,truck1,:cluster_6544325116_6544325117_8796721938_961146527_7,13777.443040437525,1.0
653.0,truck2,-82905028#1,0.0,1.0
654.0,truck0,-81016194#16,0.0,1.0
654.0,truck1,:cluster_6544325116_6544325117_8796721938_961146527_7,16143.346007316382,1.0
654.0,truck2,-82905028#1,0.0,1.0
655.0,truck0,-81016194#16,15063.335444423592,1.0
655.0,truck1,:cluster_6544325116_6544325117_8796721938_961146527_7,20828.197559422264,1.0
655.0,truck2,-82905028#1,0.0,1.0
656.0,truck0,:8826390574_2,19747.955504914586,1.0
656.0,truck1,:cluster_6544325116_6544325117_8796721938_961146527_7,23306.306628859995,1.0
656.0,truck2,-82905028#1,0.0,1.0
657.0,truck0,:cluster_5275105553_8827151124_945859559_14,19728.23865261974,1.0
657.0,truck1,:cluster_6544325116_6544325117_8796721938_961146527_7,26134.016799166366,1.0
657.0,truck2,-82905028#1,0.0,1.0
658.0,truck0,-81016194#13,13725.7475388484,1.0
658.0,truck1,:cluster_6544325116_6544325117_8796721938_961146527_7,29680.548704105313,1.0
658.0,truck2,-82905028#1,0.0,1.0
659.0,truck0,-81016194#12,0.0,1.0
659.0,truck1,-81163819#5,27661.93975664684,1.0
659.0,truck2,-82905028#1,0.0,1.0
660.0,truck0,-81016194#12,24515.09597198936,1.0
660.0,truck1,-81163819#5,33752.35815582724,1.0
660.0,truck2,-82905028#1,0.0,1.0
661.0,truck0,-81016194#12,17259.114041322613,0.9615384615384616
661.0,truck1,-81163819#5,39895.39070715767,0.9615384615384616
661.0,truck2,-82905028#1,0.0,0.9615384615384616
662.0,truck0,-81016194#12,0.0,0.9615384615384616
662.0,truck1,-81163819#5,40654.55797825419,0.9615384615384616
662.0,truck2,-82905028#1,0.0,0.9615384615384616
663.0,truck0,-81016194#12,10587.22890880887,0.9615384615384616
663.0,truck1,:6569017975_7,43201.75984187451,0.9615384615384616
663.0,truck2,-82905028#1,0.0,0.9615384615384616
664.0,truck0,-81016194#12,14564.113986573542,0.9615384615384616
664.0,truck1,-81163819#3,26603.26213901146,0.9615384615384616
664.0,truck2,-82905028#1,0.0,0.9615384615384616
665.0,truck0,-81016194#11,21333.957105375117,0.9615384615384616
665.0,truck1,-81163819#3,9592.365713526136,0.9615384615384616
665.0,truck2,-82905028#1,0.0,0.9615384615384616
666.0,truck0,:2928732924_2,22361.612748511583,0.9615384615384616
666.0,truck1,-81163819#3,0.0,0.9615384615384616
666.0,truck2,-82905028#1,0.0,0.9615384615384616
667.0,truck0,-81016194#10,0.0,0.9615384615384616
667.0,truck1,-81163819#3,0.0,0.9615384615384616
667.0,truck2,-82905028#1,0.0,0.9615384615384616
668.0,truck0,-81016194#10,18703.425324401596,0.9615384615384616
668.0,truck1,-81163819#3,0.0,0.9615384615384616
668.0,truck2,-82905028#1,0.0,0.9615384615384616
669.0,truck0,-81016194#10,14812.779699042705,0.9615384615384616
669.0,truck1,-81163819#3,5677.345198312543,0.9615384615384616
669.0,truck2,-82905028#1,0.0,0.9615384615384616
670.0,truck0,-81016194#10,16034.423061865677,0.9615384615384616
670.0,truck1,-81163819#3,7362.126663236637,0.9615384615384616
670.0,truck2,-82905028#1,0.0,0.9615384615384616
671.0,truck0,-81016194#10,15304.810763019113,0.9615384615384616
671.0,truck1,:6544325113_2,9709.977338813991,0.9615384615384616
671.0,truck2,-82905028#1,0.0,0.9615384615384616
672.0,truck0,-81016194#10,17854.648718610584,0.9615384615384616
672.0,truck1,:6544325113_2,12664.460429880388,0.9615384615384616
672.0,truck2,-82905028#1,0.0,0.9615384615384616
673.0,truck0,:6569988192_7,14976.235355644356,0.9615384615384616
673.0,truck1,:6544325113_2,13352.751904067945,0.9615384615384616
673.0,truck2,-82905028#1,0.0,0.9615384615384616
674.0,truck0,-81016194#9,14771.735623113123,0.9615384615384616
674.0,truck1,-81163819#2,18716.90045785084,0.9615384615384616
674.0,truck2,-82905028#1,0.0,0.9615384615384616
675.0,truck0,-81016194#9,23057.028600164074,0.9615384615384616
675.0,truck1,-81163819#2,18238.551010255214,0.9615384615384616
675.0,truck2,-82905028#1,0.0,0.9615384615384616
676.0,truck0,:cluster_4917974685_8829113074_6,0.0,0.9615384615384616
676.0,truck1,-81163819#2,17388.61037075677,0.9615384615384616
676.0,truck2,-82905028#1,0.0,0.9615384615384616
677.0,truck0,-81016194#8,20555.396331642107,0.9615384615384616
677.0,truck1,-81163819#2,26250.20099750042,0.9615384615384616
677.0,truck2,-82905028#1,0.0,0.9615384615384616
678.0,truck0,-81016194#8,12437.79674346908,0.9615384615384616
678.0,truck1,-81163819#2,30290.636092965015,0.9615384615384616
678.0,truck2,-82905028#1,0.0,0.9615384615384616
679.0,truck0,-81016194#8,0.0,0.9615384615384616
679.0,truck1,-81163819#2,23056.205536097248,0.9615384615384616
679.0,truck2,-82905028#1,0.0,0.9615384615384616
680.0,truck0,-81016194#8,0.0,0.9615384615384616
680.0,truck1,-81163819#2,31167.999424400947,0.9615384615384616
680.0,truck2,-82905028#1,0.0,0.9615384615384616
681.0,truck0,-81016194#8,0.0,0.9615384615384616
681.0,truck1,-81163819#2,35140.340565866856,0.9615384615384616
681.0,truck2,-82905028#1,0.0,0.9615384615384616
682.0,truck0,:8826390576_2,23804.498713530415,0.9615384615384616
682.0,truck1,-81163819#2,33589.59296592225,0.9615384615384616
682.0,truck2,-82905028#1,0.0,0.9615384615384616
683.0,truck0,-81016194#7,0.0,0.9615384615384616
683.0,truck1,-81163819#2,31115.6837853521,0.9615384615384616
683.0,truck2,-82905028#1,0.0,0.9615384615384616
684.0,truck0,:945859514_14,21076.12991807985,0.9615384615384616
684.0,truck1,-81163819#2,48226.019867775816,0.9615384615384616
684.0,truck2,-82905028#1,0.0,0.9615384615384616
685.0,truck0,:945859514_14,18660.084974942285,0.9615384615384616
685.0,truck1,-81163819#2,8395.824193642993,0.9615384615384616
685.0,truck2,-82905028#1,0.0,0.9615384615384616
686.0,truck0,-81016194#6,20956.099762283888,0.9615384615384616
686.0,truck1,-81163819#2,12906.261638588123,0.9615384615384616
686.0,truck2,-82905028#1,0.0,0.9615384615384616
687.0,truck0,-81016194#6,23760.501432519737,0.9615384615384616
687.0,truck1,-81163819#2,19145.086439429102,0.9615384615384616
687.0,truck2,-82905028#1,0.0,0.9615384615384616
688.0,truck0,-81016194#5,32017.195033062268,0.9615384615384616
688.0,truck1,-81163819#1,0.0,0.9615384615384616
688.0,truck2,-82905028#1,0.0,0.9615384615384616
689.0,truck0,-81016194#5,31778.390288769344,0.9615384615384616
689.0,truck1,-81163819#1,28754.032779916957,0.9615384615384616
689.0,truck2,-82905028#1,0.0,0.9615384615384616
690.0,truck0,-81016194#5,33404.65808108451,0.9615384615384616
690.0,truck1,-81163819#1,0.0,0.9615384615384616
690.0,truck2,-82905028#1,0.0,0.9615384615384616
691.0,truck0,-81016194#5,43666.338672419806,0.9615384615384616
691.0,truck1,-81163819#1,0.0,0.9615384615384616
691.0,truck2,-82905028#1,0.0,0.9615384615384616
692.0,truck0,-81016194#5,35673.47105092369,0.9615384615384616
692.0,truck1,:cluster_4920517257_6544325123_6544325126_6544325128_#1more_16,0.0,0.9615384615384616
692.0,truck2,-82905028#1,0.0,0.9615384615384616
693.0,truck0,-81016194#5,33140.888405224054,0.9615384615384616
693.0,truck1,:cluster_4920517257_6544325123_6544325126_6544325128_#1more_16,0.0,0.9615384615384616
693.0,truck2,-82905028#1,0.0,0.9615384615384616
694.0,truck0,:4917974677_6,38389.66189412814,0.9615384615384616
694.0,truck1,:cluster_4920517257_6544325123_6544325126_6544325128_#1more_28,23465.49639497382,0.9615384615384616
694.0,truck2,-82905028#1,0.0,0.9615384615384616
695.0,truck0,-81016194#4,41227.16327574791,0.9615384615384616
695.0,truck1,:cluster_4920517257_6544325123_6544325126_6544325128_#1more_28,25799.918074430647,0.9615384615384616
695.0,truck2,-82905028#1,0.0,0.9615384615384616
696.0,truck0,-81016194#4,0.0,0.9615384615384616
696.0,truck1,:cluster_4920517257_6544325123_6544325126_6544325128_#1more_28,30305.977009524486,0.9615384615384616
696.0,truck2,-82905028#1,0.0,0.9615384615384616
697.0,truck0,-81016194#4,17049.652625115596,0.9615384615384616
697.0,truck1,:cluster_4920517257_6544325123_6544325126_6544325128_#1more_28,0.0,0.9615384615384616
697.0,truck2,-82905028#1,0.0,0.9615384615384616
698.0,truck0,-81016194#4,17526.707081001114,0.9615384615384616
698.0,truck1,509710161#1,24672.2407162163,0.9615384615384616
698.0,truck2,-82905028#1,0.0,0.9615384615384616
699.0,truck0,:8707923233_7,0.0,0.9615384615384616
699.0,truck1,509710161#1,27684.43714528373,0.9615384615384616
699.0,truck2,-82905028#1,0.0,0.9615384615384616
700.0,truck0,-81016194#3,24666.932492828182,0.9615384615384616
700.0,truck1,509710161#1,36487.36473008432,0.9615384615384616
700.0,truck2,-82905028#1,0.0,0.9615384615384616
701.0,truck0,-81016194#3,0.0,0.9615384615384616
701.0,truck1,509710161#1,26148.25303449289,0.9615384615384616
701.0,truck2,-82905028#1,0.0,0.9615384615384616
702.0,truck0,-81016194#3,18103.281369482207,0.9615384615384616
702.0,truck1,509710161#1,37252.354369356595,0.9615384615384616
702.0,truck2,-82905028#1,0.0,0.9615384615384616
703.0,truck0,:3832097995_2,28043.325220105526,0.9615384615384616
703.0,truck1,509710161#1,35534.85543371293,0.9615384615384616
703.0,truck2,-82905028#1,0.0,0.9615384615384616
704.0,truck0,-81016194#2,0.0,0.9615384615384616
704.0,truck1,509710161#1,43560.569031532,0.9615384615384616
704.0,truck2,-82905028#1,0.0,0.9615384615384616
705.0,truck0,:4917971584_7,26346.090392454604,0.9615384615384616
705.0,truck1,509710161#1,0.0,0.9615384615384616
705.0,truck2,-82905028#1,0.0,0.9615384615384616
706.0,truck0,-81016194#1,0.0,0.9615384615384616
706.0,truck1,509710161#1,0.0,0.9615384615384616
706.0,truck2,-82905028#1,0.0,0.9615384615384616
707.0,truck0,-81016194#1,12310.389673759446,0.9615384615384616
707.0,truck1,509710161#1,0.0,0.9615384615384616
707.0,truck2,-82905028#1,0.0,0.9615384615384616
708.0,truck0,-81016194#1,29923.574956285567,0.9615384615384616
708.0,truck1,509710161#1,0.0,0.9615384615384616
708.0,truck2,-82905028#1,0.0,0.9615384615384616
709.0,truck0,:4920525208_0,8409.049636281752,0.9615384615384616
709.0,truck1,509710161#1,22726.756326410283,0.9615384615384616
709.0,truck2,-82905028#1,0.0,0.9615384615384616
710.0,truck0,-81016194#0,13019.002247989385,0.9615384615384616
710.0,truck1,:6556775284_7,19358.7170090052,0.9615384615384616
710.0,truck2,-82905028#1,0.0,0.9615384615384616
711.0,truck0,-81016194#0,9143.275721951342,0.9615384615384616
711.0,truck1,509710161#2,29391.339577847448,0.9615384615384616
711.0,truck2,-82905028#1,0.0,0.9615384615384616
712.0,truck0,-81016194#0,30702.64555316462,0.9615384615384616
712.0,truck1,509710161#2,26092.66679555522,0.9615384615384616
712.0,truck2,-82905028#1,0.0,0.9615384615384616
713.0,truck0,-81016194#0,0.0,0.9615384615384616
713.0,truck1,509710161#2,28186.953762719633,0.9615384615384616
713.0,truck2,-82905028#1,0.0,0.9615384615384616
714.0,truck0,-81016194#0,32301.16306110481,0.9615384615384616
714.0,truck1,:6569053631_2,35007.80562351446,0.9615384615384616
714.0,truck2,-82905028#1,0.0,0.9615384615384616
715.0,truck0,-81016194#0,0.0,0.9615384615384616
715.0,truck1,509710161#3,39970.898243168,0.9615384615384616
715.0,truck2,-82905028#1,0.0,0.9615384615384616
716.0,truck0,-81016194#0,0.0,0.9615384615384616
716.0,truck1,509710161#3,29756.35762197512,0.9615384615384616
716.0,truck2,-82905028#1,0.0,0.9615384615384616
717.0,truck0,-81016194#0,0.0,0.9615384615384616
717.0,truck1,509710161#3,32472.54840633923,0.9615384615384616
717.0,truck2,-82905028#1,0.0,0.9615384615384616
718.0,truck0,-81016194#0,0.0,0.9615384615384616
718.0,truck1,509710161#3,34433.99899739554,0.9615384615384616
